application_type,expected_users_per_day,concurrent_users,storage_required_gb,deployment_region,required_vcpu,required_ram_gb,cloud_provider_reference,reference_vm_type,price_per_hour,traffic_pattern,monthly_cost
News Portal,7071,6729,27,asia-south,4,8,Azure,D4s_v3,0.192,Low,138.24
ERP,31888,2964,20,us-east,8,16,AWS,c5.2xlarge,0.34,High,244.8
E-Commerce,18415,1908,8,us-east,4,8,Azure,D4s_v3,0.192,Low,138.24
Portfolio,2399,107,18,europe-west,2,4,Azure,B2s,0.05,Medium,36.0
Banking,1449,10,16,us-east,4,8,Azure,D4s_v3,0.192,High,138.24
Banking,454732,9658,2386,europe-west,16,32,AWS,c5.2xlarge,0.34,Medium,244.8
Healthcare,1009,38,164,asia-south,4,8,AWS,m5.xlarge,0.192,High,138.24
Healthcare,96903,17554,6,asia-south,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Blog,630,90,1258,europe-west,4,8,Azure,D4s_v3,0.192,High,138.24
E-Commerce,108185,9777,94,asia-south,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
Streaming,855,855,252,asia-south,4,8,Azure,D4s_v3,0.192,Medium,138.24
Streaming,386697,41586,19,us-east,16,32,GCP,n2-standard-8,0.388,Medium,279.36
ERP,42852,4700,161,europe-west,16,32,Azure,F4s_v2,0.169,High,121.68
ERP,405,35,318,us-east,2,4,GCP,e2-medium,0.033,Low,23.76
Social Media,45332,7089,30,europe-west,8,16,Azure,F4s_v2,0.169,Medium,121.68
CRM,22496,2199,1674,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Social Media,2805,307,1110,asia-south,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Banking,1538,1538,681,europe-west,8,16,AWS,c5.2xlarge,0.34,High,244.8
ERP,55378,18905,7,asia-south,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Healthcare,66089,5132,34,europe-west,8,16,GCP,n2-standard-8,0.388,High,279.36
Banking,2587,2587,2,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
Portfolio,189844,794,44,us-east,8,16,Azure,F4s_v2,0.169,High,121.68
Healthcare,1639,179,43,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Portfolio,345,2,8,europe-west,1,2,Azure,B2s,0.05,Medium,36.0
Streaming,21845,2354,186,europe-west,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Banking,462,61,19,europe-west,2,4,GCP,e2-medium,0.033,Medium,23.76
Healthcare,1742,70,4466,us-east,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Banking,10578,584,20,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Banking,1880,421,27,us-east,4,8,GCP,n2-standard-4,0.194,High,139.68
E-Commerce,1075,73,5,europe-west,2,4,Azure,B2s,0.05,Medium,36.0
E-Commerce,49024,1048,640,europe-west,8,16,Azure,F4s_v2,0.169,High,121.68
Streaming,14444,153,212,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Blog,142721,209,16,us-east,4,8,Azure,D4s_v3,0.192,Low,138.24
Healthcare,18882,172,24,asia-south,4,8,Azure,D4s_v3,0.192,Low,138.24
CRM,8785,3178,10,us-east,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Banking,1544,146,9,asia-south,2,4,AWS,t3.medium,0.0416,Low,29.95
Banking,98270,2641,15,us-east,16,32,GCP,n2-standard-8,0.388,High,279.36
E-Commerce,933,71,1882,asia-south,2,4,Azure,B2s,0.05,Medium,36.0
Social Media,1331,149,2,us-east,4,8,Azure,D4s_v3,0.192,Medium,138.24
Blog,144776,15264,6,europe-west,8,16,Azure,F4s_v2,0.169,Medium,121.68
News Portal,66002,13188,6,us-east,8,16,GCP,n2-standard-8,0.388,High,279.36
Social Media,24185,645,284,europe-west,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Social Media,271,271,1995,europe-west,4,8,AWS,m5.xlarge,0.192,High,138.24
Healthcare,541,13,20,asia-south,1,2,GCP,e2-small,0.017,Low,12.24
Social Media,9997,16,49,asia-south,4,8,Azure,D4s_v3,0.192,Medium,138.24
E-Commerce,68714,3449,7,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Streaming,7551,54,12,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
CRM,229,63,77,asia-south,1,2,GCP,e2-small,0.017,Low,12.24
ERP,846,527,1888,asia-south,8,16,GCP,n2-standard-8,0.388,High,279.36
Blog,20027,428,1092,asia-south,4,8,AWS,m5.xlarge,0.192,High,138.24
News Portal,45702,2798,240,asia-south,8,16,GCP,n2-standard-8,0.388,Medium,279.36
ERP,260,24,152,europe-west,1,2,GCP,e2-small,0.017,Low,12.24
Portfolio,281,10,319,europe-west,1,2,GCP,e2-small,0.017,Low,12.24
CRM,1545,16,49,us-east,2,4,GCP,e2-medium,0.033,Medium,23.76
ERP,384,9,40,us-east,2,4,AWS,t3.medium,0.0416,Medium,29.95
Social Media,13885,432,162,asia-south,4,8,AWS,m5.xlarge,0.192,Low,138.24
Blog,526,526,3,europe-west,2,4,AWS,t3.medium,0.0416,Medium,29.95
News Portal,31889,3118,2388,europe-west,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
News Portal,87497,5021,182,asia-south,8,16,Azure,F4s_v2,0.169,High,121.68
ERP,396997,6886,168,asia-south,8,16,AWS,c5.2xlarge,0.34,Low,244.8
Healthcare,333933,1349,55,asia-south,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Blog,1698,16,1847,europe-west,2,4,Azure,B2s,0.05,Medium,36.0
Banking,252,50,4,asia-south,2,4,GCP,e2-medium,0.033,High,23.76
Banking,2632,375,128,europe-west,4,8,Azure,D4s_v3,0.192,Low,138.24
Healthcare,51098,6791,25,europe-west,8,16,Azure,F4s_v2,0.169,Medium,121.68
Blog,319,19,12,asia-south,1,2,GCP,e2-small,0.017,Low,12.24
E-Commerce,3337,51,1282,us-east,4,8,Azure,D4s_v3,0.192,High,138.24
Blog,2059,76,722,us-east,1,2,Azure,B2s,0.05,Low,36.0
Social Media,1113,21,406,asia-south,4,8,AWS,m5.xlarge,0.192,High,138.24
Social Media,50167,2433,7,us-east,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
E-Commerce,34722,4096,529,asia-south,8,16,GCP,n2-standard-8,0.388,Medium,279.36
News Portal,13201,517,28,asia-south,4,8,Azure,D4s_v3,0.192,Low,138.24
E-Commerce,248764,8198,278,asia-south,8,16,GCP,n2-standard-8,0.388,Medium,279.36
ERP,448,36,127,europe-west,2,4,GCP,e2-medium,0.033,Medium,23.76
Streaming,645,65,19,us-east,2,4,GCP,e2-medium,0.033,Medium,23.76
News Portal,4018,161,50,us-east,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Social Media,33859,48,47,asia-south,4,8,AWS,m5.xlarge,0.192,Low,138.24
Blog,19306,2669,110,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
E-Commerce,357,20,1172,europe-west,1,2,Azure,B2s,0.05,Low,36.0
Healthcare,361160,23491,91,europe-west,8,16,Azure,F4s_v2,0.169,Low,121.68
ERP,2176,2176,3187,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Banking,3317,3317,66,europe-west,8,16,GCP,n2-standard-8,0.388,Medium,279.36
News Portal,26308,42,1169,us-east,4,8,AWS,m5.xlarge,0.192,Medium,138.24
ERP,325571,16013,57,europe-west,16,32,AWS,c5.2xlarge,0.34,Medium,244.8
Banking,35711,11439,187,europe-west,8,16,Azure,F4s_v2,0.169,Medium,121.68
CRM,350988,14,21,us-east,2,4,GCP,e2-medium,0.033,Low,23.76
Streaming,868,25,3348,asia-south,4,8,AWS,m5.xlarge,0.192,High,138.24
CRM,25334,212,62,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
E-Commerce,131072,1320,14,us-east,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Banking,10732,104,176,europe-west,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Blog,3402,281,386,europe-west,2,4,AWS,t3.medium,0.0416,Low,29.95
E-Commerce,443793,6054,702,us-east,16,32,AWS,c5.2xlarge,0.34,High,244.8
Healthcare,603,39,5,us-east,2,4,Azure,B2s,0.05,Medium,36.0
Healthcare,4981,277,6,us-east,4,8,GCP,n2-standard-4,0.194,High,139.68
E-Commerce,185653,919,16,asia-south,8,16,GCP,n2-standard-8,0.388,High,279.36
Blog,229514,14673,126,asia-south,4,8,AWS,m5.xlarge,0.192,Low,138.24
Portfolio,428854,8621,43,asia-south,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Banking,203090,17,4522,us-east,4,8,GCP,n2-standard-4,0.194,Low,139.68
E-Commerce,298,298,2855,europe-west,2,4,GCP,e2-medium,0.033,Low,23.76
Healthcare,288616,15384,5,europe-west,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Streaming,5701,307,3,europe-west,4,8,AWS,m5.xlarge,0.192,High,138.24
Banking,32749,2729,986,europe-west,8,16,GCP,n2-standard-8,0.388,Low,279.36
Portfolio,4373,1457,743,europe-west,2,4,Azure,B2s,0.05,Low,36.0
News Portal,116366,44,631,europe-west,8,16,GCP,n2-standard-8,0.388,High,279.36
Streaming,18112,1370,1012,asia-south,8,16,Azure,F4s_v2,0.169,Medium,121.68
CRM,149328,9,1104,europe-west,4,8,AWS,m5.xlarge,0.192,Medium,138.24
E-Commerce,911,40,57,us-east,2,4,AWS,t3.medium,0.0416,Medium,29.95
Social Media,850,86,27,us-east,4,8,AWS,m5.xlarge,0.192,High,138.24
Social Media,6272,274,2837,europe-west,8,16,Azure,F4s_v2,0.169,High,121.68
Blog,208,10,1331,europe-west,1,2,AWS,t3.small,0.0208,Low,14.98
News Portal,45217,67,4,europe-west,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Blog,2028,139,32,asia-south,2,4,Azure,B2s,0.05,Medium,36.0
News Portal,15657,2720,2,us-east,8,16,Azure,F4s_v2,0.169,High,121.68
Social Media,346,59,25,us-east,2,4,Azure,B2s,0.05,Low,36.0
E-Commerce,760,73,494,asia-south,2,4,AWS,t3.medium,0.0416,Medium,29.95
CRM,26150,761,15,asia-south,4,8,AWS,m5.xlarge,0.192,Low,138.24
E-Commerce,2186,18,5,us-east,2,4,Azure,B2s,0.05,Medium,36.0
Streaming,1073,21,7,europe-west,4,8,Azure,D4s_v3,0.192,High,138.24
Banking,1198,1167,5,us-east,4,8,Azure,D4s_v3,0.192,High,138.24
Blog,1074,324,23,asia-south,1,2,Azure,B2s,0.05,Low,36.0
ERP,26148,82,235,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Banking,743,743,2,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
ERP,3416,679,982,us-east,4,8,AWS,m5.xlarge,0.192,Low,138.24
E-Commerce,43494,50,3,asia-south,4,8,GCP,n2-standard-4,0.194,Medium,139.68
CRM,11129,372,2030,us-east,4,8,AWS,m5.xlarge,0.192,Low,138.24
Streaming,21407,1597,2136,asia-south,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Portfolio,1424,123,50,us-east,2,4,GCP,e2-medium,0.033,High,23.76
ERP,295351,216,48,asia-south,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Banking,5098,1367,36,asia-south,4,8,AWS,m5.xlarge,0.192,Low,138.24
Streaming,1888,135,53,asia-south,4,8,GCP,n2-standard-4,0.194,Low,139.68
Healthcare,236524,15781,15,asia-south,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
Banking,33703,508,251,europe-west,4,8,GCP,n2-standard-4,0.194,Low,139.68
Banking,24388,29,1095,europe-west,4,8,AWS,m5.xlarge,0.192,Low,138.24
CRM,206111,28623,11,europe-west,16,32,AWS,c5.2xlarge,0.34,High,244.8
Blog,316,30,85,europe-west,1,2,AWS,t3.small,0.0208,Medium,14.98
Streaming,140415,6305,1277,europe-west,16,32,AWS,c5.2xlarge,0.34,Medium,244.8
Streaming,40214,1309,41,us-east,8,16,Azure,F4s_v2,0.169,Medium,121.68
E-Commerce,3344,479,46,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Portfolio,1486,65,288,europe-west,2,4,Azure,B2s,0.05,Medium,36.0
Social Media,454,194,44,us-east,2,4,GCP,e2-medium,0.033,Low,23.76
E-Commerce,315314,6791,768,asia-south,8,16,Azure,F4s_v2,0.169,Medium,121.68
News Portal,607,607,1041,asia-south,4,8,GCP,n2-standard-4,0.194,Medium,139.68
E-Commerce,1523,48,13,asia-south,1,2,AWS,t3.small,0.0208,Low,14.98
News Portal,44604,13124,1013,us-east,8,16,GCP,n2-standard-8,0.388,Low,279.36
CRM,51771,8822,16,asia-south,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
Blog,704,704,127,us-east,2,4,Azure,B2s,0.05,Medium,36.0
Banking,116788,4737,1148,europe-west,8,16,AWS,c5.2xlarge,0.34,Low,244.8
E-Commerce,10838,10838,2377,us-east,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Streaming,152769,1462,187,europe-west,8,16,Azure,F4s_v2,0.169,Medium,121.68
E-Commerce,396,12,5,europe-west,2,4,Azure,B2s,0.05,High,36.0
Banking,280,280,252,europe-west,4,8,GCP,n2-standard-4,0.194,High,139.68
News Portal,29207,402,443,us-east,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Social Media,647,87,1385,asia-south,2,4,AWS,t3.medium,0.0416,Low,29.95
CRM,12156,1398,2,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
CRM,223,17,127,asia-south,2,4,AWS,t3.medium,0.0416,High,29.95
Portfolio,89368,1148,61,us-east,4,8,GCP,n2-standard-4,0.194,High,139.68
News Portal,227814,7426,789,europe-west,16,32,GCP,n2-standard-8,0.388,High,279.36
Social Media,141744,6139,15,europe-west,16,32,GCP,n2-standard-8,0.388,High,279.36
Blog,360957,5,3442,asia-south,4,8,AWS,m5.xlarge,0.192,High,138.24
Portfolio,234258,15175,117,asia-south,8,16,GCP,n2-standard-8,0.388,Medium,279.36
E-Commerce,6453,211,15,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Healthcare,4514,310,12,us-east,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Social Media,221926,9910,173,europe-west,16,32,Azure,F4s_v2,0.169,High,121.68
Healthcare,282301,5597,20,asia-south,8,16,GCP,n2-standard-8,0.388,Medium,279.36
News Portal,404267,34352,22,asia-south,16,32,Azure,F4s_v2,0.169,Medium,121.68
CRM,81607,1362,1798,asia-south,8,16,AWS,c5.2xlarge,0.34,High,244.8
Healthcare,971,14,14,asia-south,2,4,Azure,B2s,0.05,Medium,36.0
ERP,325033,22,4,asia-south,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Streaming,330643,7586,7,us-east,8,16,AWS,c5.2xlarge,0.34,Low,244.8
News Portal,36686,935,1158,asia-south,8,16,Azure,F4s_v2,0.169,High,121.68
Portfolio,163688,154,252,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Banking,16139,12624,2042,europe-west,8,16,Azure,F4s_v2,0.169,Low,121.68
Social Media,322936,3257,4678,asia-south,16,32,Azure,F4s_v2,0.169,High,121.68
News Portal,417,4,739,asia-south,1,2,GCP,e2-small,0.017,Medium,12.24
Portfolio,172475,14,48,europe-west,2,4,Azure,B2s,0.05,Medium,36.0
Healthcare,309,20,54,us-east,2,4,AWS,t3.medium,0.0416,Medium,29.95
CRM,2840,1293,10,europe-west,4,8,AWS,m5.xlarge,0.192,High,138.24
E-Commerce,577,24,593,asia-south,2,4,Azure,B2s,0.05,Medium,36.0
ERP,8494,961,2,europe-west,4,8,GCP,n2-standard-4,0.194,High,139.68
Banking,1231,1231,4496,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
CRM,343649,685,4532,europe-west,8,16,GCP,n2-standard-8,0.388,Medium,279.36
E-Commerce,15906,606,273,asia-south,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Portfolio,224629,5384,182,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Banking,1761,52,18,europe-west,4,8,GCP,n2-standard-4,0.194,High,139.68
Social Media,245,245,137,europe-west,2,4,Azure,B2s,0.05,Low,36.0
Healthcare,86429,4208,58,asia-south,4,8,AWS,m5.xlarge,0.192,Low,138.24
CRM,48715,9141,3,us-east,4,8,Azure,D4s_v3,0.192,Low,138.24
Streaming,14275,1489,698,us-east,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
Healthcare,117901,8356,4,us-east,8,16,Azure,F4s_v2,0.169,High,121.68
Healthcare,143082,1202,7,asia-south,8,16,Azure,F4s_v2,0.169,Medium,121.68
Healthcare,19893,1508,43,us-east,4,8,Azure,D4s_v3,0.192,Medium,138.24
Banking,382996,13922,1122,us-east,16,32,GCP,n2-standard-8,0.388,Low,279.36
News Portal,55791,6,4173,europe-west,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Social Media,39904,2656,321,us-east,8,16,Azure,F4s_v2,0.169,Medium,121.68
Social Media,3382,228,463,asia-south,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Banking,204,18,22,asia-south,2,4,GCP,e2-medium,0.033,Medium,23.76
E-Commerce,1317,191,2,asia-south,1,2,GCP,e2-small,0.017,Low,12.24
Social Media,78847,23,37,europe-west,8,16,GCP,n2-standard-8,0.388,High,279.36
Blog,51657,5273,3370,europe-west,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
CRM,2666,267,19,asia-south,2,4,Azure,B2s,0.05,Medium,36.0
Streaming,26713,2290,3484,us-east,16,32,GCP,n2-standard-8,0.388,High,279.36
ERP,922,922,501,us-east,4,8,Azure,D4s_v3,0.192,Low,138.24
E-Commerce,1573,487,3,asia-south,2,4,Azure,B2s,0.05,Medium,36.0
E-Commerce,331334,27622,852,europe-west,16,32,Azure,F4s_v2,0.169,Medium,121.68
Social Media,5070,1087,57,asia-south,4,8,GCP,n2-standard-4,0.194,Medium,139.68
ERP,1360,1360,4,asia-south,4,8,AWS,m5.xlarge,0.192,High,138.24
ERP,9041,359,3046,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
Banking,4131,298,1823,europe-west,8,16,AWS,c5.2xlarge,0.34,High,244.8
E-Commerce,60246,4779,1866,europe-west,4,8,Azure,D4s_v3,0.192,Low,138.24
Banking,371743,1638,854,us-east,8,16,AWS,c5.2xlarge,0.34,Low,244.8
Banking,20498,2432,342,europe-west,8,16,AWS,c5.2xlarge,0.34,High,244.8
Streaming,20404,16,403,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
E-Commerce,3473,37,642,asia-south,2,4,GCP,e2-medium,0.033,Low,23.76
E-Commerce,16581,189,81,us-east,2,4,Azure,B2s,0.05,Low,36.0
Healthcare,2433,73,366,us-east,4,8,AWS,m5.xlarge,0.192,High,138.24
Streaming,202,49,13,us-east,2,4,AWS,t3.medium,0.0416,Medium,29.95
E-Commerce,175377,647,2,us-east,4,8,Azure,D4s_v3,0.192,Medium,138.24
CRM,5758,5758,398,europe-west,8,16,GCP,n2-standard-8,0.388,High,279.36
E-Commerce,9400,649,252,us-east,4,8,Azure,D4s_v3,0.192,High,138.24
Streaming,384,28,71,europe-west,2,4,GCP,e2-medium,0.033,Medium,23.76
Blog,139792,13681,2921,asia-south,8,16,Azure,F4s_v2,0.169,Low,121.68
News Portal,758,2,394,asia-south,2,4,AWS,t3.medium,0.0416,High,29.95
Blog,4969,106,10,europe-west,4,8,Azure,D4s_v3,0.192,High,138.24
E-Commerce,143285,11624,5,asia-south,8,16,AWS,c5.2xlarge,0.34,High,244.8
E-Commerce,7187,477,96,us-east,4,8,GCP,n2-standard-4,0.194,High,139.68
Social Media,291763,23936,79,europe-west,16,32,AWS,c5.2xlarge,0.34,Medium,244.8
Blog,1029,75,8,europe-west,2,4,GCP,e2-medium,0.033,High,23.76
CRM,53870,4609,14,us-east,4,8,Azure,D4s_v3,0.192,Medium,138.24
Streaming,420930,28,4622,europe-west,8,16,Azure,F4s_v2,0.169,Medium,121.68
Streaming,14743,1073,5,us-east,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Portfolio,44981,1248,3869,europe-west,8,16,AWS,c5.2xlarge,0.34,High,244.8
Social Media,4337,73,6,asia-south,2,4,GCP,e2-medium,0.033,Low,23.76
ERP,71454,88,436,europe-west,8,16,Azure,F4s_v2,0.169,High,121.68
Social Media,245092,24588,194,asia-south,16,32,Azure,F4s_v2,0.169,Medium,121.68
ERP,48975,5658,2,asia-south,8,16,Azure,F4s_v2,0.169,High,121.68
Banking,302872,28264,193,asia-south,16,32,GCP,n2-standard-8,0.388,Medium,279.36
Streaming,20010,528,109,us-east,8,16,GCP,n2-standard-8,0.388,Medium,279.36
News Portal,18286,987,1790,asia-south,8,16,Azure,F4s_v2,0.169,High,121.68
Social Media,2168,390,108,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
News Portal,51559,6302,54,us-east,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Social Media,198542,6009,14,europe-west,8,16,AWS,c5.2xlarge,0.34,Low,244.8
Streaming,31418,10248,3,us-east,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Blog,1238,208,36,europe-west,2,4,AWS,t3.medium,0.0416,Medium,29.95
CRM,14121,308,31,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
E-Commerce,74073,4366,464,europe-west,8,16,AWS,c5.2xlarge,0.34,High,244.8
Social Media,311122,6240,29,asia-south,8,16,AWS,c5.2xlarge,0.34,Low,244.8
Healthcare,681,25,2,europe-west,1,2,AWS,t3.small,0.0208,Medium,14.98
Healthcare,542,157,87,asia-south,2,4,GCP,e2-medium,0.033,Medium,23.76
Healthcare,5060,384,138,asia-south,4,8,Azure,D4s_v3,0.192,High,138.24
Portfolio,534,78,139,europe-west,2,4,AWS,t3.medium,0.0416,High,29.95
Streaming,429011,15120,6,asia-south,16,32,Azure,F4s_v2,0.169,Medium,121.68
Banking,5531,404,90,us-east,8,16,GCP,n2-standard-8,0.388,High,279.36
CRM,13008,81,3,asia-south,2,4,Azure,B2s,0.05,Medium,36.0
Healthcare,1182,345,265,asia-south,2,4,Azure,B2s,0.05,Low,36.0
Blog,6716,6716,222,europe-west,8,16,Azure,F4s_v2,0.169,High,121.68
Blog,443569,106,320,europe-west,8,16,GCP,n2-standard-8,0.388,High,279.36
ERP,9153,32,19,us-east,4,8,GCP,n2-standard-4,0.194,High,139.68
Banking,214,28,21,europe-west,2,4,GCP,e2-medium,0.033,Medium,23.76
Streaming,1334,681,5,asia-south,4,8,Azure,D4s_v3,0.192,Medium,138.24
Social Media,422436,1515,122,europe-west,8,16,Azure,F4s_v2,0.169,Medium,121.68
E-Commerce,459010,28548,6,asia-south,8,16,GCP,n2-standard-8,0.388,Low,279.36
Blog,1038,1038,410,asia-south,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Social Media,24641,965,8,europe-west,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
E-Commerce,365,17,3014,us-east,4,8,Azure,D4s_v3,0.192,High,138.24
Blog,18329,811,2,europe-west,4,8,Azure,D4s_v3,0.192,High,138.24
CRM,536,47,4,asia-south,1,2,GCP,e2-small,0.017,Low,12.24
Banking,121002,27,4,asia-south,4,8,Azure,D4s_v3,0.192,Low,138.24
Portfolio,311637,110,183,us-east,4,8,AWS,m5.xlarge,0.192,High,138.24
Blog,774,300,5,us-east,2,4,AWS,t3.medium,0.0416,Medium,29.95
Social Media,7470,332,1192,us-east,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
Social Media,444,24,44,europe-west,2,4,Azure,B2s,0.05,Medium,36.0
Social Media,2841,287,101,us-east,8,16,GCP,n2-standard-8,0.388,High,279.36
Banking,333,19,10,asia-south,2,4,AWS,t3.medium,0.0416,Medium,29.95
Healthcare,1585,24,3554,us-east,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Banking,463181,53511,1576,us-east,16,32,AWS,c5.2xlarge,0.34,Medium,244.8
ERP,284,23,3,asia-south,2,4,AWS,t3.medium,0.0416,High,29.95
Social Media,165864,23643,31,europe-west,16,32,AWS,c5.2xlarge,0.34,Medium,244.8
Streaming,367,6,3,europe-west,2,4,GCP,e2-medium,0.033,High,23.76
News Portal,12547,2168,443,us-east,4,8,AWS,m5.xlarge,0.192,Low,138.24
Portfolio,6876,264,4,us-east,2,4,GCP,e2-medium,0.033,Medium,23.76
Portfolio,292683,27,2,europe-west,2,4,GCP,e2-medium,0.033,Medium,23.76
Portfolio,949,143,48,europe-west,1,2,Azure,B2s,0.05,Medium,36.0
News Portal,816,50,3,europe-west,2,4,AWS,t3.medium,0.0416,Medium,29.95
News Portal,70003,5165,116,us-east,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
E-Commerce,58476,394,70,us-east,4,8,Azure,D4s_v3,0.192,Low,138.24
Social Media,47512,2630,44,europe-west,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
Streaming,245,84,1620,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
ERP,1529,115,14,europe-west,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Streaming,142871,9761,304,europe-west,8,16,AWS,c5.2xlarge,0.34,Low,244.8
Banking,22015,2009,13,asia-south,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Social Media,22246,2058,35,us-east,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Social Media,2026,120,148,us-east,4,8,AWS,m5.xlarge,0.192,Medium,138.24
CRM,1531,382,161,us-east,4,8,Azure,D4s_v3,0.192,Medium,138.24
News Portal,329129,20,103,us-east,4,8,GCP,n2-standard-4,0.194,Low,139.68
ERP,59415,2749,1546,us-east,8,16,Azure,F4s_v2,0.169,Medium,121.68
Portfolio,540,507,118,asia-south,2,4,Azure,B2s,0.05,High,36.0
Portfolio,307116,15217,128,europe-west,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Healthcare,19050,621,421,us-east,4,8,Azure,D4s_v3,0.192,Medium,138.24
Healthcare,2715,103,206,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Blog,4472,983,2722,europe-west,4,8,Azure,D4s_v3,0.192,Low,138.24
E-Commerce,58333,4394,2544,europe-west,4,8,Azure,D4s_v3,0.192,Low,138.24
CRM,3798,151,1400,asia-south,4,8,GCP,n2-standard-4,0.194,Medium,139.68
CRM,18517,1183,3055,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
E-Commerce,51912,7485,5,us-east,8,16,Azure,F4s_v2,0.169,Medium,121.68
CRM,922,76,7,europe-west,1,2,Azure,B2s,0.05,Low,36.0
Portfolio,323226,23497,17,europe-west,8,16,GCP,n2-standard-8,0.388,High,279.36
Healthcare,3246,64,890,asia-south,4,8,AWS,m5.xlarge,0.192,High,138.24
ERP,5322,354,1009,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
ERP,47265,196,29,europe-west,8,16,AWS,c5.2xlarge,0.34,High,244.8
Streaming,23423,2549,57,us-east,16,32,AWS,c5.2xlarge,0.34,High,244.8
ERP,6259,6259,18,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
News Portal,32271,444,95,asia-south,8,16,GCP,n2-standard-8,0.388,High,279.36
ERP,233769,14704,3,asia-south,8,16,GCP,n2-standard-8,0.388,Low,279.36
CRM,104796,6,32,asia-south,2,4,Azure,B2s,0.05,Low,36.0
ERP,126419,12786,1959,us-east,16,32,GCP,n2-standard-8,0.388,Medium,279.36
E-Commerce,1510,170,40,europe-west,2,4,AWS,t3.medium,0.0416,Medium,29.95
Portfolio,5323,78,52,europe-west,2,4,GCP,e2-medium,0.033,High,23.76
Healthcare,15236,15236,283,us-east,8,16,GCP,n2-standard-8,0.388,Medium,279.36
