application_type,expected_users_per_day,concurrent_users,storage_required_gb,deployment_region,required_vcpu,required_ram_gb,cloud_provider_reference,reference_vm_type,price_per_hour,traffic_pattern,monthly_cost
CRM,34643,1853,159,asia-south,4,8,Azure,D4s_v3,0.1879,Medium,135.29
Social Media,422355,19243,607,us-west,16,32,AWS,c5.2xlarge,0.3455,High,248.76
CRM,8794,569,119,asia-south,2,4,Azure,B2s,0.0508,Medium,36.58
CRM,49541,918,51,asia-south,4,8,Azure,D4s_v3,0.1966,Medium,141.55
E-Commerce,79228,3483,85,us-west,4,8,Azure,D4s_v3,0.197,High,141.84
Portfolio,287,38,4,asia-south,1,2,AWS,t3.small,0.0213,Low,15.34
Healthcare,64460,1596,180,us-east,4,8,GCP,n2-standard-4,0.1924,High,138.53
CRM,47517,1790,291,us-east,4,8,GCP,n2-standard-4,0.1994,Medium,143.57
News Portal,27270,630,89,us-east,2,4,Azure,B2s,0.0497,Medium,35.78
News Portal,18044,868,119,us-east,2,4,GCP,e2-medium,0.032,Medium,23.04
Healthcare,68656,2686,326,us-west,4,8,Azure,D4s_v3,0.1877,High,135.14
CRM,33255,1746,181,us-east,4,8,AWS,m5.xlarge,0.1921,Medium,138.31
Streaming,275398,5633,2820,asia-south,16,32,GCP,n2-standard-8,0.3907,High,281.3
News Portal,132567,4516,128,asia-south,8,16,AWS,c5.2xlarge,0.3324,High,239.33
ERP,113615,2954,128,asia-south,8,16,Azure,F4s_v2,0.1725,High,124.2
ERP,89015,1365,492,us-east,4,8,AWS,m5.xlarge,0.1973,High,142.06
CRM,42938,871,80,asia-south,4,8,Azure,D4s_v3,0.1952,Medium,140.54
Banking,122893,1939,232,asia-south,8,16,GCP,n2-standard-8,0.3895,High,280.44
Social Media,388926,8540,2549,us-west,16,32,GCP,n2-standard-8,0.3863,High,278.14
Streaming,87788,15011,846,us-west,4,8,Azure,D4s_v3,0.1944,High,139.97
Portfolio,1041,9,6,asia-south,1,2,Azure,B2s,0.0486,Low,34.99
Healthcare,80156,1856,463,asia-south,4,8,Azure,D4s_v3,0.1947,High,140.18
Healthcare,42947,671,307,asia-south,4,8,GCP,n2-standard-4,0.1891,Medium,136.15
Streaming,140111,17076,3464,us-east,8,16,AWS,c5.2xlarge,0.337,High,242.64
Healthcare,18875,1196,323,us-east,2,4,AWS,t3.medium,0.041,Medium,29.52
Healthcare,73676,522,302,asia-south,4,8,AWS,m5.xlarge,0.1901,High,136.87
CRM,49500,653,135,asia-south,4,8,GCP,n2-standard-4,0.1987,Medium,143.06
E-Commerce,15011,4381,374,us-east,2,4,AWS,t3.medium,0.0405,Medium,29.16
Social Media,287361,7353,1931,asia-south,16,32,GCP,n2-standard-8,0.3875,High,279.0
E-Commerce,35968,1042,124,us-east,4,8,AWS,m5.xlarge,0.1874,Medium,134.93
ERP,55481,2967,178,us-west,4,8,AWS,m5.xlarge,0.193,High,138.96
Blog,3402,180,36,us-east,2,4,GCP,e2-medium,0.0329,Low,23.69
News Portal,122677,4824,132,us-west,8,16,Azure,F4s_v2,0.1652,High,118.94
Streaming,129145,16410,1059,asia-south,8,16,AWS,c5.2xlarge,0.3406,High,245.23
Banking,175513,2980,915,us-east,8,16,GCP,n2-standard-8,0.3989,High,287.21
News Portal,19725,3083,179,us-west,2,4,GCP,e2-medium,0.0339,Medium,24.41
CRM,65521,1125,59,us-west,4,8,Azure,D4s_v3,0.197,High,141.84
Streaming,486048,11406,1128,us-west,16,32,GCP,n2-standard-8,0.3897,High,280.58
Blog,8807,118,34,asia-south,2,4,GCP,e2-medium,0.032,Medium,23.04
Social Media,435140,2344,2342,asia-south,16,32,AWS,c5.2xlarge,0.3333,High,239.98
News Portal,54345,2833,171,us-east,4,8,AWS,m5.xlarge,0.1897,High,136.58
E-Commerce,13109,3890,102,asia-south,2,4,GCP,e2-medium,0.0333,Medium,23.98
Streaming,424507,4763,4633,us-east,16,32,AWS,c5.2xlarge,0.3356,High,241.63
E-Commerce,10130,2229,412,us-west,2,4,AWS,t3.medium,0.0405,Medium,29.16
Banking,147381,4782,724,us-east,8,16,AWS,c5.2xlarge,0.3462,High,249.26
Streaming,245481,11269,3673,asia-south,8,16,GCP,n2-standard-8,0.3818,High,274.9
Streaming,405937,3715,3241,asia-south,16,32,AWS,c5.2xlarge,0.3385,High,243.72
Streaming,99548,14666,2827,asia-south,4,8,AWS,m5.xlarge,0.1895,High,136.44
News Portal,44419,2930,70,us-west,4,8,AWS,m5.xlarge,0.1961,Medium,141.19
E-Commerce,50851,2741,385,us-east,4,8,GCP,n2-standard-4,0.1897,High,136.58
Healthcare,21901,2637,462,us-east,2,4,Azure,B2s,0.0502,Medium,36.14
Blog,5572,163,29,us-east,2,4,GCP,e2-medium,0.0323,Medium,23.26
Streaming,476343,6187,4812,asia-south,16,32,GCP,n2-standard-8,0.3822,High,275.18
Healthcare,71648,1682,109,us-west,4,8,GCP,n2-standard-4,0.1995,High,143.64
CRM,28627,638,137,us-east,2,4,GCP,e2-medium,0.0321,Medium,23.11
Banking,60333,2355,240,asia-south,4,8,AWS,m5.xlarge,0.1915,High,137.88
Blog,5346,45,37,us-west,2,4,AWS,t3.medium,0.0406,Medium,29.23
Social Media,457843,18253,654,asia-south,16,32,GCP,n2-standard-8,0.3944,High,283.97
Streaming,451765,6294,3586,us-east,16,32,GCP,n2-standard-8,0.399,High,287.28
E-Commerce,28703,1556,419,us-west,2,4,AWS,t3.medium,0.0425,Medium,30.6
Portfolio,941,28,4,us-west,1,2,Azure,B2s,0.0506,Low,36.43
News Portal,79692,3877,109,asia-south,4,8,AWS,m5.xlarge,0.194,High,139.68
ERP,91125,2421,199,us-east,4,8,Azure,D4s_v3,0.191,High,137.52
News Portal,120499,3982,122,asia-south,8,16,GCP,n2-standard-8,0.3958,High,284.98
Healthcare,70916,2360,314,us-east,4,8,GCP,n2-standard-4,0.1894,High,136.37
E-Commerce,31174,1333,496,us-west,4,8,GCP,n2-standard-4,0.1959,Medium,141.05
Portfolio,1413,35,6,asia-south,1,2,GCP,e2-small,0.0169,Low,12.17
Blog,8952,51,23,us-west,2,4,AWS,t3.medium,0.0419,Medium,30.17
E-Commerce,40755,3880,312,us-west,4,8,Azure,D4s_v3,0.1937,Medium,139.46
Healthcare,17021,1109,330,us-east,2,4,AWS,t3.medium,0.0408,Medium,29.38
Streaming,63982,15595,936,us-west,4,8,GCP,n2-standard-4,0.1944,High,139.97
Social Media,216063,8725,2081,us-east,8,16,AWS,c5.2xlarge,0.3458,High,248.98
Streaming,167722,2923,3110,asia-south,8,16,GCP,n2-standard-8,0.3856,High,277.63
Blog,5993,57,13,asia-south,2,4,AWS,t3.medium,0.0424,Medium,30.53
CRM,66925,1625,262,asia-south,4,8,GCP,n2-standard-4,0.1961,High,141.19
Banking,127598,543,181,us-east,8,16,GCP,n2-standard-8,0.3982,High,286.7
CRM,33266,1910,88,us-east,4,8,Azure,D4s_v3,0.1927,Medium,138.74
News Portal,143352,3667,78,asia-south,8,16,AWS,c5.2xlarge,0.338,High,243.36
CRM,36147,816,81,asia-south,4,8,AWS,m5.xlarge,0.1964,Medium,141.41
ERP,120054,2372,132,asia-south,8,16,AWS,c5.2xlarge,0.3487,High,251.06
Banking,166431,4891,116,us-east,8,16,Azure,F4s_v2,0.1686,High,121.39
Social Media,321490,8927,1088,us-east,16,32,AWS,c5.2xlarge,0.3383,High,243.58
Healthcare,5205,2718,280,asia-south,2,4,GCP,e2-medium,0.0329,Medium,23.69
News Portal,114200,1734,71,asia-south,8,16,AWS,c5.2xlarge,0.344,High,247.68
Streaming,85483,19237,4957,us-west,4,8,GCP,n2-standard-4,0.1908,High,137.38
Social Media,310535,1666,2099,us-west,16,32,GCP,n2-standard-8,0.3891,High,280.15
Banking,21412,3669,482,us-west,2,4,AWS,t3.medium,0.0411,Medium,29.59
Portfolio,831,9,6,asia-south,1,2,AWS,t3.small,0.0204,Low,14.69
Blog,5947,54,7,us-west,2,4,GCP,e2-medium,0.0324,Medium,23.33
Social Media,197496,6737,2403,us-east,8,16,GCP,n2-standard-8,0.3833,High,275.98
Banking,175605,1993,930,us-west,8,16,Azure,F4s_v2,0.1704,High,122.69
Blog,7998,29,23,us-east,2,4,AWS,t3.medium,0.0417,Medium,30.02
Portfolio,1720,17,1,asia-south,1,2,Azure,B2s,0.0513,Low,36.94
CRM,72552,1015,258,us-east,4,8,AWS,m5.xlarge,0.1943,High,139.9
Banking,76404,799,871,us-west,4,8,AWS,m5.xlarge,0.1941,High,139.75
ERP,85002,1962,499,asia-south,4,8,AWS,m5.xlarge,0.1938,High,139.54
Streaming,193244,6078,3514,us-west,8,16,GCP,n2-standard-8,0.3877,High,279.14
Healthcare,62637,1783,273,us-west,4,8,AWS,m5.xlarge,0.1928,High,138.82
E-Commerce,70038,4275,238,asia-south,4,8,Azure,D4s_v3,0.1936,High,139.39
Social Media,159838,3707,2238,us-east,8,16,Azure,F4s_v2,0.1671,High,120.31
Healthcare,83964,939,379,asia-south,4,8,AWS,m5.xlarge,0.1968,High,141.7
Streaming,103790,4623,3186,us-west,8,16,GCP,n2-standard-8,0.3956,High,284.83
CRM,45173,1113,204,us-east,4,8,GCP,n2-standard-4,0.1979,Medium,142.49
Healthcare,26842,2018,279,us-east,2,4,GCP,e2-medium,0.0324,Medium,23.33
Portfolio,1588,27,10,us-west,1,2,AWS,t3.small,0.0213,Low,15.34
CRM,12518,353,221,us-east,2,4,Azure,B2s,0.0501,Medium,36.07
Healthcare,52619,2301,483,us-west,4,8,Azure,D4s_v3,0.1967,High,141.62
E-Commerce,9081,1369,484,us-west,2,4,GCP,e2-medium,0.0327,Medium,23.54
Banking,19122,1534,168,us-west,2,4,GCP,e2-medium,0.0325,Medium,23.4
Streaming,239871,14545,765,asia-south,8,16,GCP,n2-standard-8,0.3895,High,280.44
E-Commerce,94006,3885,239,us-west,4,8,Azure,D4s_v3,0.1947,High,140.18
Banking,30155,1627,642,asia-south,4,8,GCP,n2-standard-4,0.1896,Medium,136.51
Healthcare,46207,2860,242,us-west,4,8,GCP,n2-standard-4,0.1916,Medium,137.95
Blog,924,67,36,asia-south,1,2,AWS,t3.small,0.0214,Low,15.41
Healthcare,78619,682,234,asia-south,4,8,GCP,n2-standard-4,0.1946,High,140.11
CRM,63493,639,206,us-east,4,8,GCP,n2-standard-4,0.1967,High,141.62
Banking,62475,1504,238,asia-south,4,8,AWS,m5.xlarge,0.1939,High,139.61
Blog,7906,64,50,asia-south,2,4,Azure,B2s,0.0507,Medium,36.5
Blog,5736,190,27,asia-south,2,4,AWS,t3.medium,0.0417,Medium,30.02
Blog,9511,158,23,us-west,2,4,Azure,B2s,0.0496,Medium,35.71
CRM,25644,1657,231,us-east,2,4,AWS,t3.medium,0.0408,Medium,29.38
E-Commerce,52381,4367,164,us-west,4,8,GCP,n2-standard-4,0.1989,High,143.21
ERP,46405,1469,352,us-west,4,8,Azure,D4s_v3,0.1897,Medium,136.58
Streaming,340466,14088,4328,us-east,16,32,Azure,F4s_v2,0.1669,High,120.17
Social Media,88037,3825,769,asia-south,4,8,Azure,D4s_v3,0.1877,High,135.14
Healthcare,98969,2160,369,asia-south,4,8,GCP,n2-standard-4,0.1998,High,143.86
Healthcare,80353,502,164,asia-south,4,8,Azure,D4s_v3,0.1948,High,140.26
Streaming,386770,4430,4186,asia-south,16,32,GCP,n2-standard-8,0.3975,High,286.2
Social Media,200624,5205,2758,asia-south,8,16,Azure,F4s_v2,0.1713,High,123.34
News Portal,52700,1257,160,us-east,4,8,GCP,n2-standard-4,0.1909,High,137.45
Portfolio,1802,12,9,us-west,1,2,AWS,t3.small,0.0209,Low,15.05
CRM,26581,531,132,us-east,2,4,GCP,e2-medium,0.0326,Medium,23.47
ERP,100707,2625,245,asia-south,8,16,AWS,c5.2xlarge,0.338,High,243.36
Blog,4605,70,45,us-west,2,4,GCP,e2-medium,0.0327,Low,23.54
Social Media,163891,5101,1740,asia-south,8,16,GCP,n2-standard-8,0.3812,High,274.46
Social Media,68983,17468,1190,us-west,4,8,Azure,D4s_v3,0.187,High,134.64
News Portal,45421,1602,136,us-east,4,8,GCP,n2-standard-4,0.1994,Medium,143.57
News Portal,15798,432,70,asia-south,2,4,AWS,t3.medium,0.0417,Medium,30.02
News Portal,74377,1926,196,asia-south,4,8,AWS,m5.xlarge,0.1898,High,136.66
News Portal,12939,4279,189,us-west,2,4,Azure,B2s,0.0489,Medium,35.21
CRM,68300,701,256,us-west,4,8,GCP,n2-standard-4,0.1884,High,135.65
Healthcare,43985,2057,137,us-east,4,8,Azure,D4s_v3,0.1913,Medium,137.74
Portfolio,423,33,7,us-west,1,2,Azure,B2s,0.0492,Low,35.42
Banking,63483,3286,721,us-west,4,8,GCP,n2-standard-4,0.1921,High,138.31
Streaming,426629,12463,3329,asia-south,16,32,AWS,c5.2xlarge,0.3361,High,241.99
Healthcare,22139,1717,363,asia-south,2,4,AWS,t3.medium,0.0411,Medium,29.59
Blog,5728,81,34,asia-south,2,4,Azure,B2s,0.0502,Medium,36.14
CRM,63929,707,86,us-west,4,8,GCP,n2-standard-4,0.1936,High,139.39
Portfolio,694,29,10,us-east,1,2,Azure,B2s,0.0514,Low,37.01
ERP,51864,1841,395,us-west,4,8,GCP,n2-standard-4,0.19,High,136.8
Streaming,149527,7221,4581,asia-south,8,16,GCP,n2-standard-8,0.3849,High,277.13
Banking,140746,3027,609,us-east,8,16,Azure,F4s_v2,0.17,High,122.4
Blog,6942,149,34,us-east,2,4,GCP,e2-medium,0.034,Medium,24.48
ERP,66398,2889,280,us-west,4,8,Azure,D4s_v3,0.1942,High,139.82
Portfolio,676,36,10,asia-south,1,2,AWS,t3.small,0.021,Low,15.12
Banking,84907,4896,108,asia-south,4,8,GCP,n2-standard-4,0.1926,High,138.67
Blog,7560,54,21,us-west,2,4,GCP,e2-medium,0.0337,Medium,24.26
Streaming,450480,15213,3497,asia-south,16,32,AWS,c5.2xlarge,0.3435,High,247.32
Healthcare,11705,2535,387,asia-south,2,4,Azure,B2s,0.0487,Medium,35.06
Streaming,340048,11456,1102,us-west,16,32,GCP,n2-standard-8,0.3804,High,273.89
Social Media,256115,19017,1645,us-west,16,32,Azure,F4s_v2,0.1663,High,119.74
News Portal,36145,1254,74,asia-south,4,8,Azure,D4s_v3,0.1881,Medium,135.43
Streaming,466755,13111,3495,us-west,16,32,Azure,F4s_v2,0.1655,High,119.16
E-Commerce,31090,4370,255,us-east,4,8,AWS,m5.xlarge,0.1966,Medium,141.55
Portfolio,192,7,3,asia-south,1,2,AWS,t3.small,0.0209,Low,15.05
Streaming,471509,17523,4754,asia-south,16,32,AWS,c5.2xlarge,0.3371,High,242.71
E-Commerce,84463,4423,121,asia-south,4,8,AWS,m5.xlarge,0.1924,High,138.53
News Portal,88500,1531,150,asia-south,4,8,Azure,D4s_v3,0.1976,High,142.27
CRM,49089,1238,262,asia-south,4,8,GCP,n2-standard-4,0.1933,Medium,139.18
Social Media,276820,19445,1727,us-east,16,32,AWS,c5.2xlarge,0.341,High,245.52
Portfolio,854,26,2,us-east,1,2,Azure,B2s,0.0505,Low,36.36
News Portal,85655,418,171,asia-south,4,8,Azure,D4s_v3,0.1954,High,140.69
News Portal,64649,620,199,asia-south,4,8,Azure,D4s_v3,0.1916,High,137.95
E-Commerce,73712,3314,125,us-east,4,8,GCP,n2-standard-4,0.195,High,140.4
ERP,18276,2845,458,asia-south,2,4,Azure,B2s,0.0509,Medium,36.65
ERP,14964,2306,260,us-west,2,4,AWS,t3.medium,0.0417,Medium,30.02
E-Commerce,59127,1870,260,us-east,4,8,AWS,m5.xlarge,0.1933,High,139.18
News Portal,128628,710,85,asia-south,8,16,Azure,F4s_v2,0.1711,High,123.19
ERP,95209,2459,369,us-west,4,8,AWS,m5.xlarge,0.1875,High,135.0
Streaming,140797,17062,4867,asia-south,8,16,Azure,F4s_v2,0.1689,High,121.61
Social Media,205748,9662,2998,us-west,8,16,Azure,F4s_v2,0.1717,High,123.62
ERP,74623,1642,385,asia-south,4,8,Azure,D4s_v3,0.1955,High,140.76
ERP,88017,1683,460,asia-south,4,8,Azure,D4s_v3,0.1881,High,135.43
Banking,93110,4430,457,asia-south,4,8,GCP,n2-standard-4,0.1919,High,138.17
CRM,42721,449,196,us-west,4,8,Azure,D4s_v3,0.1901,Medium,136.87
Social Media,219069,13928,1913,asia-south,8,16,Azure,F4s_v2,0.1697,High,122.18
E-Commerce,43070,544,197,us-west,4,8,GCP,n2-standard-4,0.1946,Medium,140.11
Blog,6174,133,46,us-east,2,4,AWS,t3.medium,0.0426,Medium,30.67
Banking,66095,2155,947,us-west,4,8,Azure,D4s_v3,0.1976,High,142.27
CRM,78664,1625,119,us-east,4,8,AWS,m5.xlarge,0.1901,High,136.87
Blog,4420,82,8,us-west,2,4,AWS,t3.medium,0.0409,Low,29.45
Social Media,138316,8629,715,us-east,8,16,Azure,F4s_v2,0.1729,High,124.49
Healthcare,48292,2134,151,us-west,4,8,AWS,m5.xlarge,0.191,Medium,137.52
E-Commerce,5679,4708,130,asia-south,2,4,AWS,t3.medium,0.0407,Medium,29.3
Banking,135160,2133,874,asia-south,8,16,GCP,n2-standard-8,0.3909,High,281.45
CRM,47096,784,215,us-west,4,8,Azure,D4s_v3,0.1943,Medium,139.9
Blog,9906,79,39,asia-south,2,4,AWS,t3.medium,0.0422,Medium,30.38
Portfolio,1970,16,7,us-west,1,2,GCP,e2-small,0.0171,Low,12.31
E-Commerce,9763,3452,453,asia-south,2,4,AWS,t3.medium,0.0425,Medium,30.6
E-Commerce,42941,506,54,asia-south,4,8,Azure,D4s_v3,0.1921,Medium,138.31
News Portal,33128,2944,122,us-west,4,8,GCP,n2-standard-4,0.198,Medium,142.56
Social Media,294893,17184,1049,asia-south,16,32,Azure,F4s_v2,0.1693,High,121.9
Social Media,265377,9940,1289,asia-south,16,32,GCP,n2-standard-8,0.3884,High,279.65
Blog,5917,61,34,asia-south,2,4,Azure,B2s,0.0504,Medium,36.29
CRM,29405,228,238,asia-south,2,4,Azure,B2s,0.0496,Medium,35.71
CRM,79420,1581,243,us-east,4,8,Azure,D4s_v3,0.1894,High,136.37
E-Commerce,85079,3521,473,asia-south,4,8,AWS,m5.xlarge,0.1901,High,136.87
Social Media,191928,3842,2141,us-west,8,16,AWS,c5.2xlarge,0.348,High,250.56
Blog,3527,55,35,us-east,2,4,AWS,t3.medium,0.0425,Low,30.6
ERP,11790,1568,296,us-west,2,4,GCP,e2-medium,0.0325,Medium,23.4
Banking,79990,3200,409,us-west,4,8,AWS,m5.xlarge,0.1961,High,141.19
News Portal,7997,2342,142,us-east,2,4,GCP,e2-medium,0.0324,Medium,23.33
ERP,26285,984,338,us-east,2,4,AWS,t3.medium,0.0415,Medium,29.88
E-Commerce,58138,4316,410,us-west,4,8,AWS,m5.xlarge,0.1948,High,140.26
CRM,20389,1508,284,asia-south,2,4,Azure,B2s,0.0514,Medium,37.01
CRM,53174,1458,106,asia-south,4,8,AWS,m5.xlarge,0.1879,High,135.29
E-Commerce,67676,1454,282,us-west,4,8,AWS,m5.xlarge,0.1928,High,138.82
News Portal,102943,3606,190,us-west,8,16,Azure,F4s_v2,0.1662,High,119.66
Banking,150907,2289,880,us-east,8,16,AWS,c5.2xlarge,0.3475,High,250.2
News Portal,26461,4504,164,us-west,2,4,GCP,e2-medium,0.0337,Medium,24.26
Streaming,90948,5676,1005,us-west,4,8,AWS,m5.xlarge,0.1942,High,139.82
Social Media,493373,17563,1328,us-east,16,32,AWS,c5.2xlarge,0.3332,High,239.9
Social Media,98565,6391,1843,us-east,4,8,AWS,m5.xlarge,0.1928,High,138.82
Social Media,251651,4808,1341,us-east,16,32,GCP,n2-standard-8,0.3799,High,273.53
News Portal,133143,944,180,us-east,8,16,GCP,n2-standard-8,0.3794,High,273.17
Portfolio,1028,13,9,us-west,1,2,Azure,B2s,0.0506,Low,36.43
Banking,157825,972,672,asia-south,8,16,Azure,F4s_v2,0.1722,High,123.98
CRM,7853,1010,115,asia-south,2,4,GCP,e2-medium,0.0339,Medium,24.41
Portfolio,1627,18,10,us-east,1,2,GCP,e2-small,0.0168,Low,12.1
Portfolio,967,27,2,us-east,1,2,AWS,t3.small,0.0213,Low,15.34
Portfolio,1931,9,8,us-east,1,2,AWS,t3.small,0.0209,Low,15.05
CRM,58591,568,246,us-west,4,8,Azure,D4s_v3,0.1893,High,136.3
Healthcare,54081,1766,329,us-west,4,8,GCP,n2-standard-4,0.1904,High,137.09
Healthcare,54236,528,449,asia-south,4,8,GCP,n2-standard-4,0.1962,High,141.26
Social Media,89724,12395,985,us-east,4,8,GCP,n2-standard-4,0.1884,High,135.65
Social Media,226075,18329,1021,asia-south,8,16,Azure,F4s_v2,0.1672,High,120.38
ERP,10910,593,252,us-west,2,4,Azure,B2s,0.0488,Medium,35.14
Social Media,242365,18430,2053,us-west,8,16,AWS,c5.2xlarge,0.3372,High,242.78
ERP,74883,2386,277,asia-south,4,8,AWS,m5.xlarge,0.1932,High,139.1
CRM,29704,1992,235,us-east,2,4,Azure,B2s,0.0487,Medium,35.06
Blog,1027,189,31,asia-south,1,2,Azure,B2s,0.0506,Low,36.43
Portfolio,592,18,2,asia-south,1,2,GCP,e2-small,0.0173,Low,12.46
News Portal,13801,3857,62,asia-south,2,4,Azure,B2s,0.0493,Medium,35.5
Portfolio,923,33,4,us-east,1,2,AWS,t3.small,0.0205,Low,14.76
ERP,24796,1073,357,us-west,2,4,Azure,B2s,0.0502,Medium,36.14
ERP,93598,2865,406,asia-south,4,8,AWS,m5.xlarge,0.1863,High,134.14
Streaming,174205,11888,1673,us-west,8,16,GCP,n2-standard-8,0.3961,High,285.19
Social Media,135890,14551,1730,us-east,8,16,GCP,n2-standard-8,0.3847,High,276.98
Portfolio,1240,42,3,us-east,1,2,Azure,B2s,0.0491,Low,35.35
Healthcare,77856,2230,124,asia-south,4,8,Azure,D4s_v3,0.189,High,136.08
Streaming,387282,14489,4796,us-west,16,32,GCP,n2-standard-8,0.3834,High,276.05
Healthcare,58511,811,253,us-west,4,8,AWS,m5.xlarge,0.1887,High,135.86
E-Commerce,75507,4079,173,asia-south,4,8,AWS,m5.xlarge,0.1937,High,139.46
ERP,88836,1091,337,us-east,4,8,AWS,m5.xlarge,0.1944,High,139.97
Portfolio,1251,31,7,us-west,1,2,AWS,t3.small,0.0208,Low,14.98
Social Media,90303,13727,1494,us-east,4,8,AWS,m5.xlarge,0.1969,High,141.77
ERP,96576,823,330,asia-south,4,8,GCP,n2-standard-4,0.1913,High,137.74
Streaming,98477,19551,2060,asia-south,4,8,GCP,n2-standard-4,0.1923,High,138.46
CRM,54436,1579,204,asia-south,4,8,GCP,n2-standard-4,0.1921,High,138.31
Portfolio,1889,9,4,us-east,1,2,GCP,e2-small,0.0166,Low,11.95
News Portal,61889,4127,103,us-west,4,8,GCP,n2-standard-4,0.1896,High,136.51
Streaming,208957,2502,2235,us-east,8,16,Azure,F4s_v2,0.1712,High,123.26
ERP,40753,2461,224,us-east,4,8,GCP,n2-standard-4,0.193,Medium,138.96
News Portal,58611,3449,111,us-east,4,8,GCP,n2-standard-4,0.1899,High,136.73
Streaming,456592,11275,3618,asia-south,16,32,GCP,n2-standard-8,0.3976,High,286.27
Social Media,360116,12772,1763,asia-south,16,32,AWS,c5.2xlarge,0.3422,High,246.38
Streaming,318863,18294,4317,us-west,16,32,AWS,c5.2xlarge,0.3359,High,241.85
Banking,93947,2164,479,asia-south,4,8,Azure,D4s_v3,0.1878,High,135.22
Healthcare,10992,2504,213,us-west,2,4,Azure,B2s,0.0487,Medium,35.06
E-Commerce,7125,2336,333,us-east,2,4,GCP,e2-medium,0.0328,Medium,23.62
News Portal,114465,2618,89,us-west,8,16,GCP,n2-standard-8,0.3956,High,284.83
Streaming,170596,14446,2513,asia-south,8,16,AWS,c5.2xlarge,0.3409,High,245.45
Social Media,363203,12061,1554,us-west,16,32,AWS,c5.2xlarge,0.3311,High,238.39
Banking,199676,4518,571,us-east,8,16,GCP,n2-standard-8,0.3948,High,284.26
Streaming,138743,6586,4977,us-west,8,16,Azure,F4s_v2,0.1672,High,120.38
E-Commerce,76058,681,318,us-east,4,8,Azure,D4s_v3,0.1895,High,136.44
Blog,1294,21,31,us-west,1,2,AWS,t3.small,0.0211,Low,15.19
ERP,27817,1118,104,asia-south,2,4,GCP,e2-medium,0.034,Medium,24.48
Social Media,259080,13229,747,asia-south,16,32,GCP,n2-standard-8,0.3788,High,272.74
News Portal,131669,4196,54,us-east,8,16,AWS,c5.2xlarge,0.3478,High,250.42
Social Media,309220,14478,548,us-east,16,32,GCP,n2-standard-8,0.3965,High,285.48
Social Media,398636,10002,2694,us-east,16,32,GCP,n2-standard-8,0.3931,High,283.03
Portfolio,1128,49,7,us-east,1,2,Azure,B2s,0.0511,Low,36.79
E-Commerce,19026,989,318,us-east,2,4,AWS,t3.medium,0.0423,Medium,30.46
ERP,60313,2656,229,asia-south,4,8,AWS,m5.xlarge,0.1906,High,137.23
Streaming,190155,15005,1147,asia-south,8,16,GCP,n2-standard-8,0.3811,High,274.39
Healthcare,65161,2514,224,asia-south,4,8,Azure,D4s_v3,0.189,High,136.08
ERP,88636,830,434,us-west,4,8,Azure,D4s_v3,0.1966,High,141.55
Portfolio,291,30,7,us-east,1,2,Azure,B2s,0.0509,Low,36.65
Social Media,269563,2838,538,asia-south,16,32,Azure,F4s_v2,0.1654,High,119.09
E-Commerce,15837,4294,482,us-east,2,4,AWS,t3.medium,0.0421,Medium,30.31
Streaming,346671,5124,4826,us-east,16,32,Azure,F4s_v2,0.17,High,122.4
Portfolio,570,18,10,us-west,1,2,Azure,B2s,0.0486,Low,34.99
CRM,11102,352,225,us-east,2,4,Azure,B2s,0.051,Medium,36.72
CRM,76176,1354,218,asia-south,4,8,GCP,n2-standard-4,0.1953,High,140.62
E-Commerce,46220,328,156,us-west,4,8,Azure,D4s_v3,0.1957,Medium,140.9
E-Commerce,98416,3462,89,asia-south,4,8,GCP,n2-standard-4,0.1935,High,139.32
E-Commerce,78919,2169,340,asia-south,4,8,GCP,n2-standard-4,0.1973,High,142.06
Healthcare,93740,2414,269,asia-south,4,8,GCP,n2-standard-4,0.1988,High,143.14
E-Commerce,95349,842,306,us-west,4,8,Azure,D4s_v3,0.1924,High,138.53
Streaming,78152,5200,4080,us-west,4,8,AWS,m5.xlarge,0.1972,High,141.98
Blog,6080,174,44,asia-south,2,4,Azure,B2s,0.0492,Medium,35.42
News Portal,108993,2873,57,us-west,8,16,AWS,c5.2xlarge,0.337,High,242.64
CRM,64054,1204,108,asia-south,4,8,AWS,m5.xlarge,0.1897,High,136.58
Social Media,216831,15150,1260,us-east,8,16,Azure,F4s_v2,0.173,High,124.56
News Portal,104633,902,125,us-west,8,16,GCP,n2-standard-8,0.3929,High,282.89
ERP,29269,836,237,us-east,2,4,GCP,e2-medium,0.0339,Medium,24.41
Healthcare,98280,2796,178,us-west,4,8,GCP,n2-standard-4,0.1914,High,137.81
Healthcare,46507,1677,154,asia-south,4,8,AWS,m5.xlarge,0.1976,Medium,142.27
Portfolio,731,33,6,us-east,1,2,AWS,t3.small,0.0211,Low,15.19
CRM,18399,471,72,us-west,2,4,GCP,e2-medium,0.0337,Medium,24.26
Healthcare,63830,2481,384,asia-south,4,8,GCP,n2-standard-4,0.1974,High,142.13
Healthcare,18538,307,145,us-west,2,4,Azure,B2s,0.0512,Medium,36.86
Social Media,68792,11630,2077,asia-south,4,8,AWS,m5.xlarge,0.189,High,136.08
CRM,59238,994,249,us-east,4,8,GCP,n2-standard-4,0.1977,High,142.34
Social Media,494589,8954,2842,asia-south,16,32,Azure,F4s_v2,0.1733,High,124.78
